t,dayofweek,weekend,y,y_t_1
28,4,0,7.119894736842105,6.940368421052631
29,5,0,7.277105263157894,7.119894736842105
30,6,1,7.090999999999999,7.277105263157894
1,0,1,6.2315000000000005,7.090999999999999
2,1,0,6.195842105263158,6.2315000000000005
3,2,0,3.9285555555555556,6.195842105263158
4,3,0,6.0825625,3.9285555555555556
5,4,0,5.887199999999999,6.0825625
6,5,0,7.285642857142856,5.887199999999999
7,6,1,5.513133333333333,7.285642857142856
8,0,1,8.230307692307692,5.513133333333333
9,1,0,6.710333333333334,8.230307692307692
10,2,0,11.0203,6.710333333333334
11,3,0,6.733833333333333,11.0203
12,4,0,4.196166666666667,6.733833333333333
13,5,0,7.4565,4.196166666666667
14,6,1,6.3821875,7.4565
15,0,1,8.025416666666667,6.3821875
16,1,0,9.4998125,8.025416666666667
17,2,0,11.255272727272727,9.4998125
18,3,0,5.734133333333333,11.255272727272727
19,4,0,7.94465,5.734133333333333
20,5,0,5.202066666666667,7.94465
21,6,1,7.6125,5.202066666666667
22,0,1,9.78725,7.6125
23,1,0,9.271153846153847,9.78725
24,2,0,9.442666666666668,9.271153846153847
25,3,0,7.699772727272728,9.442666666666668
26,4,0,8.968909090909092,7.699772727272728
27,5,0,6.59745,8.968909090909092
28,6,1,8.260117647058824,6.59745
29,0,1,6.7620625,8.260117647058824
30,1,0,7.960277777777778,6.7620625
31,2,0,7.171500000000001,7.960277777777778
1,3,0,6.576611111111111,7.171500000000001
2,4,0,8.85078947368421,6.576611111111111
3,5,0,7.291555555555555,8.85078947368421
4,6,1,5.5644,7.291555555555555
5,0,1,6.967699999999999,5.5644
6,1,0,7.8463125,6.967699999999999
7,2,0,8.593823529411765,7.8463125
8,3,0,5.949210526315789,8.593823529411765
9,4,0,7.682210526315789,5.949210526315789
10,5,0,7.718789473684211,7.682210526315789
11,6,1,5.783636363636363,7.718789473684211
12,0,1,10.282947368421054,5.783636363636363
13,1,0,6.689588235294117,10.282947368421054
14,2,0,5.5876875,6.689588235294117
15,3,0,13.008733333333334,5.5876875
16,4,0,8.930000000000001,13.008733333333334
17,5,0,11.15229411764706,8.930000000000001
18,6,1,6.398266666666667,11.15229411764706
19,0,1,6.349555555555556,6.398266666666667
20,1,0,11.158999999999999,6.349555555555556
21,2,0,13.855615384615383,11.158999999999999
22,3,0,6.9387741935483875,13.855615384615383
23,4,0,8.183481481481481,6.9387741935483875
24,5,0,8.057538461538462,8.183481481481481
25,6,1,6.226500000000001,8.057538461538462
26,0,1,6.363307692307692,6.226500000000001
27,1,0,8.673294117647059,6.363307692307692
28,2,0,8.621500000000001,8.673294117647059
29,3,0,6.366521739130435,8.621500000000001
30,4,0,6.023058823529412,6.366521739130435
31,5,0,6.980043478260869,6.023058823529412
1,6,1,5.079785714285714,6.980043478260869
2,0,1,6.0469375,5.079785714285714
3,1,0,7.6056875,6.0469375
4,2,0,12.253937500000001,7.6056875
5,3,0,4.9015,12.253937500000001
6,4,0,6.281411764705882,4.9015
7,5,0,8.623173913043479,6.281411764705882
8,6,1,7.413722222222223,8.623173913043479
9,0,1,9.178117647058823,7.413722222222223
10,1,0,10.060235294117646,9.178117647058823
11,2,0,6.031789473684211,10.060235294117646
12,3,0,6.19672,6.031789473684211
13,4,0,6.896590909090909,6.19672
14,5,0,8.448833333333333,6.896590909090909
15,6,1,7.498176470588235,8.448833333333333
16,0,1,8.466571428571429,7.498176470588235
17,1,0,5.537642857142857,8.466571428571429
18,2,0,6.689,5.537642857142857
19,3,0,7.0956,6.689
20,4,0,6.61996,7.0956
21,5,0,6.4639999999999995,6.61996
22,6,1,4.502238095238095,6.4639999999999995
23,0,1,8.258625,4.502238095238095
24,1,0,8.95936,8.258625
25,2,0,7.0505625,8.95936
26,3,0,7.9762962962962956,7.0505625
27,4,0,9.26247619047619,7.9762962962962956
28,5,0,7.088645161290322,9.26247619047619
29,6,1,7.0569999999999995,7.088645161290322
30,0,1,7.335533333333333,7.0569999999999995
1,1,0,8.474333333333334,7.335533333333333
2,2,0,7.014882352941177,8.474333333333334
3,3,0,9.43564,7.014882352941177
4,4,0,6.84164,9.43564
5,5,0,7.09384,6.84164
6,6,1,6.210096774193548,7.09384
7,0,1,6.3045909090909085,6.210096774193548
8,1,0,7.231666666666666,6.3045909090909085
9,2,0,8.624538461538462,7.231666666666666
10,3,0,8.610045454545455,8.624538461538462
11,4,0,12.96,8.610045454545455
12,5,0,7.252512195121952,12.96
13,6,1,5.694629629629629,7.252512195121952
14,0,1,6.128833333333333,5.694629629629629
15,1,0,8.9289,6.128833333333333
16,2,0,10.176586206896552,8.9289
17,3,0,7.77895,10.176586206896552
18,4,0,6.5428,7.77895
19,5,0,8.159793103448276,6.5428
20,6,1,6.405947368421052,8.159793103448276
21,0,1,6.6248499999999995,6.405947368421052
22,1,0,7.421052631578948,6.6248499999999995
23,2,0,6.199357142857143,7.421052631578948
24,3,0,10.677958333333335,6.199357142857143
25,4,0,6.625575757575758,10.677958333333335
26,5,0,7.552833333333333,6.625575757575758
27,6,1,7.476434782608695,7.552833333333333
28,0,1,7.4219375,7.476434782608695
29,1,0,7.777333333333334,7.4219375
30,2,0,9.219434782608696,7.777333333333334
31,3,0,13.544307692307692,9.219434782608696
1,4,0,8.570939393939394,13.544307692307692
2,5,0,6.697692307692307,8.570939393939394
3,6,1,7.3234615384615385,6.697692307692307
4,0,1,7.131785714285714,7.3234615384615385
5,1,0,13.485866666666668,7.131785714285714
6,2,0,6.852217391304348,13.485866666666668
7,3,0,9.63636,6.852217391304348
8,4,0,7.507481481481482,9.63636
9,5,0,7.245472222222222,7.507481481481482
10,6,1,6.185777777777777,7.245472222222222
11,0,1,9.698411764705881,6.185777777777777
12,1,0,7.543352941176471,9.698411764705881
13,2,0,8.338000000000001,7.543352941176471
14,3,0,13.148153846153845,8.338000000000001
15,4,0,7.591681818181818,13.148153846153845
16,5,0,8.97237037037037,7.591681818181818
17,6,1,6.11321052631579,8.97237037037037
18,0,1,8.241538461538461,6.11321052631579
19,1,0,9.06535294117647,8.241538461538461
20,2,0,6.735941176470588,9.06535294117647
21,3,0,7.562411764705883,6.735941176470588
22,4,0,12.8198,7.562411764705883
23,5,0,7.299538461538462,12.8198
24,6,1,7.125266666666666,7.299538461538462
25,0,1,5.068833333333333,7.125266666666666
26,1,0,9.430518518518518,5.068833333333333
27,2,0,5.67912,9.430518518518518
28,3,0,7.677304347826087,5.67912
29,4,0,8.942076923076923,7.677304347826087
30,5,0,7.311371428571428,8.942076923076923
1,6,1,6.533857142857143,7.311371428571428
2,0,1,8.79808,6.533857142857143
3,1,0,11.8622,8.79808
4,2,0,7.336964285714286,11.8622
5,3,0,7.579321428571428,7.336964285714286
6,4,0,8.03137037037037,7.579321428571428
7,5,0,9.648282051282052,8.03137037037037
8,6,1,7.6386,9.648282051282052
9,0,1,7.778909090909091,7.6386
10,1,0,9.246080000000001,7.778909090909091
11,2,0,7.434277777777778,9.246080000000001
12,3,0,7.300657142857143,7.434277777777778
13,4,0,8.688432432432432,7.300657142857143
14,5,0,7.1104594594594595,8.688432432432432
15,6,1,5.806962962962963,7.1104594594594595
16,0,1,6.5588999999999995,5.806962962962963
17,1,0,7.701741935483871,6.5588999999999995
18,2,0,7.0818085106382975,7.701741935483871
19,3,0,8.455685185185185,7.0818085106382975
20,4,0,8.59675,8.455685185185185
21,5,0,7.094346153846154,8.59675
22,6,1,6.107238095238095,7.094346153846154
23,0,1,7.24527027027027,6.107238095238095
24,1,0,7.719555555555555,7.24527027027027
25,2,0,8.229857142857144,7.719555555555555
26,3,0,6.366833333333333,8.229857142857144
27,4,0,7.590642857142858,6.366833333333333
28,5,0,6.6089375,7.590642857142858
29,6,1,4.5503846153846155,6.6089375
30,0,1,6.2306470588235285,4.5503846153846155
31,1,0,9.903266666666667,6.2306470588235285
1,2,0,8.419454545454546,9.903266666666667
2,3,0,9.773266666666666,8.419454545454546
3,4,0,8.807375,9.773266666666666
4,5,0,6.761333333333334,8.807375
5,6,1,8.423882352941176,6.761333333333334
6,0,1,7.344083333333334,8.423882352941176
7,1,0,9.633961538461538,7.344083333333334
8,2,0,6.230724137931035,9.633961538461538
9,3,0,10.16290625,6.230724137931035
10,4,0,8.59674074074074,10.16290625
11,5,0,7.607392857142857,8.59674074074074
12,6,1,7.145473684210526,7.607392857142857
13,0,1,8.387714285714285,7.145473684210526
14,1,0,7.929257142857143,8.387714285714285
15,2,0,7.001900000000001,7.929257142857143
16,3,0,8.888676470588235,7.001900000000001
17,4,0,10.273583333333333,8.888676470588235
18,5,0,7.27658064516129,10.273583333333333
19,6,1,6.248500000000001,7.27658064516129
20,0,1,6.560826086956522,6.248500000000001
21,1,0,5.97055,6.560826086956522
22,2,0,7.906695652173912,5.97055
23,3,0,9.249413793103448,7.906695652173912
24,4,0,11.276095238095238,9.249413793103448
25,5,0,7.785,11.276095238095238
26,6,1,7.670852941176471,7.785
27,0,1,7.398999999999999,7.670852941176471
28,1,0,15.394941176470589,7.398999999999999
29,2,0,9.887333333333332,15.394941176470589
30,3,0,8.734048780487806,9.887333333333332
31,4,0,10.081410256410257,8.734048780487806
1,5,0,7.873738095238095,10.081410256410257
2,6,1,10.000384615384615,7.873738095238095
3,0,1,10.05076923076923,10.000384615384615
4,1,0,7.9075,10.05076923076923
5,2,0,8.58769696969697,7.9075
6,3,0,7.682380952380953,8.58769696969697
7,4,0,10.7251875,7.682380952380953
8,5,0,8.690567567567568,10.7251875
9,6,1,6.8074375,8.690567567567568
10,0,1,7.3859375,6.8074375
11,1,0,9.080357142857142,7.3859375
12,2,0,10.267,9.080357142857142
13,3,0,10.351925925925926,10.267
14,4,0,8.20472972972973,10.351925925925926
15,5,0,11.691914285714285,8.20472972972973
16,6,1,6.618038461538461,11.691914285714285
17,0,1,9.658916666666666,6.618038461538461
18,1,0,14.283785714285715,9.658916666666666
19,2,0,9.682794117647058,14.283785714285715
20,3,0,10.145677419354838,9.682794117647058
21,4,0,11.20272,10.145677419354838
22,5,0,8.859919999999999,11.20272
23,6,1,7.075583333333333,8.859919999999999
24,0,1,6.031347826086956,7.075583333333333
25,1,0,9.93291304347826,6.031347826086956
26,2,0,8.81125,9.93291304347826
27,3,0,8.949172413793104,8.81125
28,4,0,8.0094375,8.949172413793104
1,5,0,6.763885714285714,8.0094375
2,6,1,7.46,6.763885714285714
3,0,1,11.4614375,7.46
4,1,0,11.31848,11.4614375
5,2,0,11.333392857142856,11.31848
6,3,0,6.457592592592592,11.333392857142856
7,4,0,8.496407407407407,6.457592592592592
8,5,0,10.391714285714286,8.496407407407407
9,6,1,7.738200000000001,10.391714285714286
10,0,1,9.188411764705883,7.738200000000001
11,1,0,8.925684210526315,9.188411764705883
12,2,0,7.6917,8.925684210526315
13,3,0,5.4246,7.6917
14,4,0,7.101058823529412,5.4246
15,5,0,7.53575,7.101058823529412
16,6,1,9.378068965517242,7.53575
17,0,1,7.405208333333333,9.378068965517242
18,1,0,11.453068965517241,7.405208333333333
19,2,0,8.989228571428571,11.453068965517241
20,3,0,11.76325,8.989228571428571
21,4,0,11.88952380952381,11.76325
22,5,0,10.219875,11.88952380952381
23,6,1,9.279833333333334,10.219875
24,0,1,7.849785714285715,9.279833333333334
25,1,0,11.272863636363637,7.849785714285715
26,2,0,9.124807692307693,11.272863636363637
27,3,0,7.511238095238094,9.124807692307693
28,4,0,7.165384615384616,7.511238095238094
29,5,0,8.2444,7.165384615384616
30,6,1,7.274000000000001,8.2444
31,0,1,8.852538461538462,7.274000000000001
1,1,0,10.764576923076923,8.852538461538462
2,2,0,9.849757575757577,10.764576923076923
3,3,0,10.69582608695652,9.849757575757577
4,4,0,8.367666666666667,10.69582608695652
5,5,0,9.37351851851852,8.367666666666667
6,6,1,6.343038461538462,9.37351851851852
7,0,1,7.1894347826086955,6.343038461538462
8,1,0,12.373142857142858,7.1894347826086955
9,2,0,7.5964,12.373142857142858
10,3,0,7.6514444444444445,7.5964
11,4,0,7.8869444444444445,7.6514444444444445
12,5,0,8.730933333333333,7.8869444444444445
13,6,1,8.368392857142856,8.730933333333333
14,0,1,10.437413793103449,8.368392857142856
15,1,0,8.623692307692307,10.437413793103449
16,2,0,12.720333333333334,8.623692307692307
17,3,0,8.168428571428572,12.720333333333334
18,4,0,10.46492,8.168428571428572
19,5,0,8.218266666666667,10.46492
20,6,1,7.22072,8.218266666666667
21,0,1,6.944166666666667,7.22072
22,1,0,7.068384615384615,6.944166666666667
23,2,0,8.908592592592592,7.068384615384615
24,3,0,7.748526315789474,8.908592592592592
25,4,0,8.940304347826087,7.748526315789474
26,5,0,8.234272727272726,8.940304347826087
27,6,1,8.932515151515153,8.234272727272726
28,0,1,7.323649999999999,8.932515151515153
29,1,0,10.242666666666667,7.323649999999999
30,2,0,9.588333333333333,10.242666666666667
1,3,0,7.871653846153847,9.588333333333333
2,4,0,7.84832,7.871653846153847
3,5,0,7.577279999999999,7.84832
4,6,1,8.537428571428572,7.577279999999999
5,0,1,9.053409090909092,8.537428571428572
6,1,0,11.00652,9.053409090909092
7,2,0,7.534166666666667,11.00652
8,3,0,9.966035714285713,7.534166666666667
9,4,0,9.126772727272726,9.966035714285713
10,5,0,8.046,9.126772727272726
11,6,1,7.5600476190476185,8.046
12,0,1,7.905833333333334,7.5600476190476185
13,1,0,8.827428571428571,7.905833333333334
14,2,0,9.587076923076923,8.827428571428571
15,3,0,9.025631578947369,9.587076923076923
16,4,0,9.711967741935485,9.025631578947369
17,5,0,9.034766666666666,9.711967741935485
18,6,1,8.775173913043478,9.034766666666666
19,0,1,9.909105263157894,8.775173913043478
20,1,0,11.631423076923078,9.909105263157894
21,2,0,10.01758064516129,11.631423076923078
22,3,0,8.194931034482758,10.01758064516129
23,4,0,10.557514285714287,8.194931034482758
24,5,0,10.237925925925925,10.557514285714287
25,6,1,7.970064516129033,10.237925925925925
26,0,1,8.066892857142857,7.970064516129033
27,1,0,8.426055555555557,8.066892857142857
28,2,0,6.1047666666666665,8.426055555555557
29,3,0,7.855291666666667,6.1047666666666665
30,4,0,6.9217,7.855291666666667
31,5,0,8.158434782608696,6.9217
1,6,1,8.723678571428572,8.158434782608696
2,0,1,8.679599999999999,8.723678571428572
3,1,0,9.14859090909091,8.679599999999999
4,2,0,6.591758620689655,9.14859090909091
5,3,0,5.342103448275862,6.591758620689655
6,4,0,9.206034482758621,5.342103448275862
7,5,0,8.173916666666667,9.206034482758621
8,6,1,8.9025,8.173916666666667
9,0,1,6.641090909090909,8.9025
10,1,0,9.949125,6.641090909090909
11,2,0,9.08341935483871,9.949125
12,3,0,8.796192307692307,9.08341935483871
13,4,0,7.3823043478260875,8.796192307692307
14,5,0,7.596153846153846,7.3823043478260875
15,6,1,8.557437499999999,7.596153846153846
16,0,1,7.170050000000001,8.557437499999999
17,1,0,10.8633,7.170050000000001
18,2,0,6.4415,10.8633
19,3,0,12.404,6.4415
20,4,0,9.114,12.404
21,5,0,8.26662962962963,9.114
22,6,1,6.186222222222223,8.26662962962963
23,0,1,7.039199999999999,6.186222222222223
24,1,0,6.702233333333334,7.039199999999999
25,2,0,7.854833333333333,6.702233333333334
26,3,0,9.555862068965517,7.854833333333333
27,4,0,7.1134814814814815,9.555862068965517
28,5,0,9.983678571428571,7.1134814814814815
29,6,1,7.214222222222222,9.983678571428571
30,0,1,7.362733333333334,7.214222222222222
1,1,0,9.604730769230768,7.362733333333334
