Chargingevent,CPID,Connector,StartDate,StartTime,EndDate,EndTime,StartDate_num,StartTime_num,EndDate_num,EndTime_num,duration,TotalkWh,Cost,Site,Group,Model,Model1
4261472,50908,2,3/5/2018,2:54:59 PM,3/8/2018,10:08:00 AM,43164.00,14.92,43167.00,10.13,4033.00,15,0,"Trades Lane, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
4261653,51086,2,3/5/2018,4:00:00 PM,3/7/2018,11:36:59 AM,43164.00,16.00,43166.00,11.62,2617.00,6,0,"Nethergate, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
4259753,50843,1,3/5/2018,12:13:00 AM,3/7/2018,8:36:59 PM,43164.00,0.22,43166.00,20.62,4104.00,15,0,"Oakland Day Centre, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4262365,50692,2,3/5/2018,11:54:59 PM,3/6/2018,12:00:59 AM,43164.00,23.92,43165.00,0.02,6.00,5,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4262362,50339,2,3/5/2018,11:38:59 PM,3/6/2018,12:39:59 AM,43164.00,23.65,43165.00,0.67,61.00,8,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4262358,51085,2,3/5/2018,11:31:59 PM,3/6/2018,2:55:59 PM,43164.00,23.53,43165.00,14.93,924.00,15,0,"Sinclair Street, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4262326,50841,2,3/5/2018,9:49:00 PM,3/6/2018,7:53:59 AM,43164.00,21.82,43165.00,7.90,605.00,8,0,"Brington Place Sheltered Housing, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4262325,50373,2,3/5/2018,9:47:00 PM,3/6/2018,7:35:59 AM,43164.00,21.78,43165.00,7.60,589.00,9,0,"Janet Brougham House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4262324,50373,1,3/5/2018,9:47:00 PM,3/6/2018,7:35:00 AM,43164.00,21.78,43165.00,7.58,588.00,9,0,"Janet Brougham House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4262285,50841,1,3/5/2018,8:49:59 PM,3/6/2018,6:50:00 AM,43164.00,20.83,43165.00,6.83,600.00,13,0,"Brington Place Sheltered Housing, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4262167,50840,1,3/5/2018,7:27:59 PM,3/6/2018,7:30:59 AM,43164.00,19.47,43165.00,7.52,723.00,16,0,"Ardler Complex, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261699,50268,2,3/5/2018,4:19:00 PM,3/6/2018,9:02:59 AM,43164.00,16.32,43165.00,9.05,1004.00,14,0,"Housing Office West, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261697,50263,2,3/5/2018,4:16:59 PM,3/6/2018,9:20:00 AM,43164.00,16.28,43165.00,9.33,1023.00,8,0,"Whitfield Centre, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261694,51199,1,3/5/2018,4:16:59 PM,3/6/2018,8:01:59 AM,43164.00,16.28,43165.00,8.03,945.00,3,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4261679,50240,2,3/5/2018,4:11:59 PM,3/6/2018,2:09:00 PM,43164.00,16.20,43165.00,14.15,1317.00,13,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261665,51203,1,3/5/2018,4:03:59 PM,3/6/2018,11:23:59 AM,43164.00,16.07,43165.00,11.40,1160.00,5,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4261616,50522,1,3/5/2018,3:45:59 PM,3/6/2018,11:06:00 AM,43164.00,15.77,43165.00,11.10,1160.00,13,0,"Marchbanks, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261594,50264,1,3/5/2018,3:36:00 PM,3/6/2018,9:07:59 AM,43164.00,15.60,43165.00,9.13,1052.00,5,0,"Whitfield Centre, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261567,51201,2,3/5/2018,3:26:00 PM,3/6/2018,9:26:00 AM,43164.00,15.43,43165.00,9.43,1080.00,6,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4261564,50270,2,3/5/2018,3:26:00 PM,3/6/2018,8:17:59 AM,43164.00,15.43,43165.00,8.30,1012.00,9,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261559,50267,2,3/5/2018,3:24:59 PM,3/6/2018,8:23:59 AM,43164.00,15.42,43165.00,8.40,1019.00,4,0,"Social Work Building, Jack Martin Way, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261548,50269,1,3/5/2018,3:23:59 PM,3/6/2018,8:22:59 AM,43164.00,15.40,43165.00,8.38,1019.00,5,0,"Housing Office East, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261534,51200,1,3/5/2018,3:18:00 PM,3/6/2018,9:55:00 AM,43164.00,15.30,43165.00,9.92,1117.00,4,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4261528,50230,2,3/5/2018,3:15:59 PM,3/6/2018,7:30:59 AM,43164.00,15.27,43165.00,7.52,975.00,12,0,"DCC Environment, 34 Harefield Road",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261518,51199,2,3/5/2018,3:12:00 PM,3/6/2018,9:58:00 AM,43164.00,15.20,43165.00,9.97,1126.00,10,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4261515,50264,2,3/5/2018,3:10:59 PM,3/6/2018,9:57:00 AM,43164.00,15.18,43165.00,9.95,1126.00,11,0,"Whitfield Centre, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261481,50269,2,3/5/2018,2:59:00 PM,3/6/2018,8:07:59 AM,43164.00,14.98,43165.00,8.13,1029.00,16,0,"Housing Office East, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261453,50270,1,3/5/2018,2:46:59 PM,3/6/2018,7:01:59 AM,43164.00,14.78,43165.00,7.03,975.00,13,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261313,51198,2,3/5/2018,1:54:59 PM,3/6/2018,11:44:59 AM,43164.00,13.92,43165.00,11.75,1310.00,7,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4261302,51200,2,3/5/2018,1:51:00 PM,3/6/2018,10:40:00 AM,43164.00,13.85,43165.00,10.67,1249.00,2,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4261261,50523,2,3/5/2018,1:37:59 PM,3/6/2018,9:12:00 AM,43164.00,13.63,43165.00,9.20,1174.00,11,0,"Marchbanks, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261260,50265,1,3/5/2018,1:37:59 PM,3/6/2018,7:30:59 AM,43164.00,13.63,43165.00,7.52,1073.00,7,0,"Turriff House Rannoch Road, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261151,50267,1,3/5/2018,1:14:59 PM,3/6/2018,7:24:00 AM,43164.00,13.25,43165.00,7.40,1089.00,7,0,"Social Work Building, Jack Martin Way, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261032,51201,1,3/5/2018,12:52:00 PM,3/6/2018,9:47:00 AM,43164.00,12.87,43165.00,9.78,1255.00,2,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4261019,50316,2,3/5/2018,12:47:00 PM,3/6/2018,6:52:00 AM,43164.00,12.78,43165.00,6.87,1085.00,22,0,"Balunie Drive, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260963,50236,2,3/5/2018,12:29:00 PM,3/6/2018,12:58:59 PM,43164.00,12.48,43165.00,12.98,1470.00,0,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7151029,50677,2,3/5/2018,12:23:00 PM,3/6/2018,11:19:00 AM,43164.00,12.38,43165.00,11.32,1376.00,7,0,"Olympia Multi-Storey Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4262354,50339,2,3/5/2018,11:20:59 PM,3/5/2018,11:25:59 PM,43164.00,23.35,43164.00,23.43,5.00,1,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4262349,50692,2,3/5/2018,10:48:59 PM,3/5/2018,11:27:00 PM,43164.00,22.82,43164.00,23.45,38.00,14,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4262341,50911,2,3/5/2018,10:32:00 PM,3/5/2018,10:59:00 PM,43164.00,22.53,43164.00,22.98,27.00,7,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4262327,50349,2,3/5/2018,9:49:00 PM,3/5/2018,10:13:00 PM,43164.00,21.82,43164.00,22.22,24.00,18,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Dual Rapid Charger,rapid
4262288,50692,2,3/5/2018,8:52:00 PM,3/5/2018,9:29:59 PM,43164.00,20.87,43164.00,21.50,38.00,8,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4262267,50911,2,3/5/2018,8:25:00 PM,3/5/2018,9:05:00 PM,43164.00,20.42,43164.00,21.08,40.00,23,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4262248,50692,2,3/5/2018,8:07:59 PM,3/5/2018,8:46:00 PM,43164.00,20.13,43164.00,20.77,38.00,25,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4262227,50349,2,3/5/2018,7:53:00 PM,3/5/2018,8:12:59 PM,43164.00,19.88,43164.00,20.22,20.00,12,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Dual Rapid Charger,rapid
4262211,50692,2,3/5/2018,7:40:00 PM,3/5/2018,8:07:00 PM,43164.00,19.67,43164.00,20.12,27.00,15,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4262085,50692,2,3/5/2018,7:01:59 PM,3/5/2018,7:22:59 PM,43164.00,19.03,43164.00,19.38,21.00,5,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4262058,50911,2,3/5/2018,6:57:00 PM,3/5/2018,7:53:59 PM,43164.00,18.95,43164.00,19.90,57.00,14,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261971,50911,2,3/5/2018,6:08:59 PM,3/5/2018,6:55:59 PM,43164.00,18.15,43164.00,18.93,47.00,8,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261960,50339,2,3/5/2018,6:04:00 PM,3/5/2018,6:37:59 PM,43164.00,18.07,43164.00,18.63,34.00,11,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261893,50911,1,3/5/2018,5:35:00 PM,3/5/2018,6:37:00 PM,43164.00,17.58,43164.00,18.62,62.00,20,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261892,50692,2,3/5/2018,5:33:59 PM,3/5/2018,5:59:00 PM,43164.00,17.57,43164.00,17.98,25.00,16,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261874,50316,1,3/5/2018,5:27:00 PM,3/5/2018,5:51:00 PM,43164.00,17.45,43164.00,17.85,24.00,1,0,"Balunie Drive, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261847,51088,2,3/5/2018,5:14:00 PM,3/5/2018,6:36:00 PM,43164.00,17.23,43164.00,18.60,82.00,8,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261835,50349,2,3/5/2018,5:07:59 PM,3/5/2018,5:44:59 PM,43164.00,17.13,43164.00,17.75,37.00,18,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Dual Rapid Charger,rapid
4261819,50692,2,3/5/2018,5:02:59 PM,3/5/2018,5:30:59 PM,43164.00,17.05,43164.00,17.52,28.00,10,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7151030,50677,1,3/5/2018,4:48:59 PM,3/5/2018,7:29:00 PM,43164.00,16.82,43164.00,19.48,160.00,10,0,"Olympia Multi-Storey Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261756,50911,2,3/5/2018,4:40:59 PM,3/5/2018,5:41:00 PM,43164.00,16.68,43164.00,17.68,60.00,9,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261730,51087,2,3/5/2018,4:35:59 PM,3/5/2018,6:52:00 PM,43164.00,16.60,43164.00,18.87,136.00,15,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261721,50692,2,3/5/2018,4:30:59 PM,3/5/2018,5:01:00 PM,43164.00,16.52,43164.00,17.02,30.00,11,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261713,50266,2,3/5/2018,4:25:59 PM,3/5/2018,11:33:59 PM,43164.00,16.43,43164.00,23.57,428.00,18,0,"Menziehill House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261708,51087,1,3/5/2018,4:22:59 PM,3/5/2018,5:22:59 PM,43164.00,16.38,43164.00,17.38,60.00,3,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261668,50911,2,3/5/2018,4:06:00 PM,3/5/2018,4:16:00 PM,43164.00,16.10,43164.00,16.27,10.00,6,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261671,50692,2,3/5/2018,4:05:00 PM,3/5/2018,4:29:00 PM,43164.00,16.08,43164.00,16.48,24.00,11,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261619,50676,1,3/5/2018,3:47:00 PM,3/5/2018,5:54:59 PM,43164.00,15.78,43164.00,17.92,128.00,6,0,"Olympia Multi-Storey Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261601,50692,2,3/5/2018,3:40:59 PM,3/5/2018,4:03:00 PM,43164.00,15.68,43164.00,16.05,22.00,7,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261549,50911,2,3/5/2018,3:23:59 PM,3/5/2018,4:05:00 PM,43164.00,15.40,43164.00,16.08,41.00,10,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261541,50910,2,3/5/2018,3:20:00 PM,3/5/2018,5:02:59 PM,43164.00,15.33,43164.00,17.05,103.00,6,0,"Dock Street, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
4261461,50911,2,3/5/2018,2:51:00 PM,3/5/2018,3:10:00 PM,43164.00,14.85,43164.00,15.17,19.00,7,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261448,50692,2,3/5/2018,2:44:59 PM,3/5/2018,3:39:00 PM,43164.00,14.75,43164.00,15.65,54.00,10,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261413,50270,1,3/5/2018,2:28:59 PM,3/5/2018,2:46:00 PM,43164.00,14.48,43164.00,14.77,17.00,2,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261375,50909,1,3/5/2018,2:14:00 PM,3/5/2018,2:27:00 PM,43164.00,14.23,43164.00,14.45,13.00,1,0,"South Tay Street, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
4261362,50692,2,3/5/2018,2:09:00 PM,3/5/2018,2:39:59 PM,43164.00,14.15,43164.00,14.67,31.00,13,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261325,50339,2,3/5/2018,1:56:59 PM,3/5/2018,2:25:59 PM,43164.00,13.95,43164.00,14.43,29.00,8,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261290,51356,1,3/5/2018,1:48:00 PM,3/5/2018,2:38:59 PM,43164.00,13.80,43164.00,14.65,51.00,3,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261285,50339,2,3/5/2018,1:45:00 PM,3/5/2018,1:53:59 PM,43164.00,13.75,43164.00,13.90,9.00,3,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261266,50373,2,3/5/2018,1:38:59 PM,3/5/2018,3:52:00 PM,43164.00,13.65,43164.00,15.87,133.00,6,0,"Janet Brougham House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261257,50911,2,3/5/2018,1:37:00 PM,3/5/2018,2:20:00 PM,43164.00,13.62,43164.00,14.33,43.00,4,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261245,51088,2,3/5/2018,1:32:00 PM,3/5/2018,3:00:00 PM,43164.00,13.53,43164.00,15.00,88.00,15,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261240,50339,2,3/5/2018,1:30:00 PM,3/5/2018,1:43:00 PM,43164.00,13.50,43164.00,13.72,13.00,3,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261224,50271,1,3/5/2018,1:25:59 PM,3/5/2018,1:45:59 PM,43164.00,13.43,43164.00,13.77,20.00,2,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261226,50692,2,3/5/2018,1:24:59 PM,3/5/2018,2:07:59 PM,43164.00,13.42,43164.00,14.13,43.00,19,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261193,50675,2,3/5/2018,1:19:59 PM,3/5/2018,1:40:00 PM,43164.00,13.33,43164.00,13.67,20.00,1,0,"Olympia Multi-Storey Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261167,50911,2,3/5/2018,1:19:00 PM,3/5/2018,1:35:59 PM,43164.00,13.32,43164.00,13.60,17.00,5,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261156,50373,1,3/5/2018,1:16:59 PM,3/5/2018,3:52:59 PM,43164.00,13.28,43164.00,15.88,156.00,6,0,"Janet Brougham House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261121,50338,2,3/5/2018,1:11:00 PM,3/5/2018,1:43:00 PM,43164.00,13.18,43164.00,13.72,32.00,10,0,"Social Work Building, Jack Martin Way, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261086,50908,1,3/5/2018,1:08:00 PM,3/5/2018,5:28:00 PM,43164.00,13.13,43164.00,17.47,260.00,0,0,"Trades Lane, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
4261077,50349,2,3/5/2018,1:05:00 PM,3/5/2018,1:40:59 PM,43164.00,13.08,43164.00,13.68,36.00,21,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Dual Rapid Charger,rapid
4261067,50692,2,3/5/2018,1:03:00 PM,3/5/2018,1:22:59 PM,43164.00,13.05,43164.00,13.38,20.00,8,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261037,50841,1,3/5/2018,12:55:00 PM,3/5/2018,3:42:59 PM,43164.00,12.92,43164.00,15.72,168.00,10,0,"Brington Place Sheltered Housing, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4261027,50692,2,3/5/2018,12:50:00 PM,3/5/2018,1:00:59 PM,43164.00,12.83,43164.00,13.02,11.00,7,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4261020,50841,2,3/5/2018,12:47:00 PM,3/5/2018,6:23:59 PM,43164.00,12.78,43164.00,18.40,337.00,8,0,"Brington Place Sheltered Housing, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260988,51356,2,3/5/2018,12:36:00 PM,3/5/2018,5:02:59 PM,43164.00,12.60,43164.00,17.05,267.00,2,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260982,51198,2,3/5/2018,12:34:59 PM,3/5/2018,1:08:59 PM,43164.00,12.58,43164.00,13.15,34.00,2,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4260978,51198,1,3/5/2018,12:34:00 PM,3/5/2018,1:56:59 PM,43164.00,12.57,43164.00,13.95,83.00,4,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4260969,50263,2,3/5/2018,12:29:59 PM,3/5/2018,3:21:59 PM,43164.00,12.50,43164.00,15.37,172.00,8,0,"Whitfield Centre, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260967,50339,2,3/5/2018,12:29:59 PM,3/5/2018,1:22:59 PM,43164.00,12.50,43164.00,13.38,53.00,13,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260972,50692,1,3/5/2018,12:29:00 PM,3/5/2018,12:50:00 PM,43164.00,12.48,43164.00,12.83,21.00,4,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260961,50692,2,3/5/2018,12:29:00 PM,3/5/2018,12:47:00 PM,43164.00,12.48,43164.00,12.78,18.00,7,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260959,51199,2,3/5/2018,12:28:00 PM,3/5/2018,3:07:59 PM,43164.00,12.47,43164.00,15.13,160.00,6,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4260936,50339,2,3/5/2018,12:18:59 PM,3/5/2018,12:28:00 PM,43164.00,12.32,43164.00,12.47,9.00,3,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260933,51200,1,3/5/2018,12:18:59 PM,3/5/2018,2:04:59 PM,43164.00,12.32,43164.00,14.08,106.00,4,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4260924,50230,2,3/5/2018,12:18:00 PM,3/5/2018,1:13:00 PM,43164.00,12.30,43164.00,13.22,55.00,6,0,"DCC Environment, 34 Harefield Road",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260900,50268,2,3/5/2018,12:10:00 PM,3/5/2018,1:00:59 PM,43164.00,12.17,43164.00,13.02,51.00,3,0,"Housing Office West, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260899,50911,2,3/5/2018,12:10:00 PM,3/5/2018,12:23:59 PM,43164.00,12.17,43164.00,12.40,14.00,5,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
