Chargingevent,CPID,Connector,StartDate,StartTime,EndDate,EndTime,StartDate_num,StartTime_num,EndDate_num,EndTime_num,duration,TotalkWh,Cost,Site,Group,Model,Model1
7288886,50911,2,5/27/2018,9:37:00 AM,5/27/2018,9:57:00 AM,43247.00,9.62,43247.00,9.95,20.00,9,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7288882,50339,2,5/27/2018,9:34:00 AM,5/27/2018,9:45:00 AM,43247.00,9.57,43247.00,9.75,11.00,4,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7288870,50339,2,5/27/2018,9:21:00 AM,5/27/2018,9:32:59 AM,43247.00,9.35,43247.00,9.55,12.00,4,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7288866,51547,2,5/27/2018,9:16:59 AM,5/27/2018,9:47:00 AM,43247.00,9.28,43247.00,9.78,30.00,10,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288849,50315,1,5/27/2018,9:02:59 AM,5/27/2018,12:37:59 PM,43247.00,9.05,43247.00,12.63,215.00,12,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7288838,50911,2,5/27/2018,8:54:00 AM,5/27/2018,9:36:00 AM,43247.00,8.90,43247.00,9.60,42.00,9,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7288806,50349,2,5/27/2018,8:19:00 AM,5/27/2018,8:33:00 AM,43247.00,8.32,43247.00,8.55,14.00,5,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Dual Rapid Charger,rapid
7288804,51549,2,5/27/2018,8:15:59 AM,5/27/2018,8:55:59 AM,43247.00,8.27,43247.00,8.93,40.00,22,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288799,51548,2,5/27/2018,8:07:59 AM,5/27/2018,8:49:00 AM,43247.00,8.13,43247.00,8.82,41.00,17,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288793,50349,2,5/27/2018,8:01:00 AM,5/27/2018,8:17:00 AM,43247.00,8.02,43247.00,8.28,16.00,11,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Dual Rapid Charger,rapid
7288787,51547,2,5/27/2018,7:56:00 AM,5/27/2018,8:38:59 AM,43247.00,7.93,43247.00,8.65,43.00,21,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288779,51548,3,5/27/2018,7:43:00 AM,5/27/2018,8:02:59 AM,43247.00,7.72,43247.00,8.05,20.00,4,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288748,50339,2,5/27/2018,6:52:00 AM,5/27/2018,7:19:59 AM,43247.00,6.87,43247.00,7.33,28.00,9,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7288745,51547,2,5/27/2018,6:39:59 AM,5/27/2018,7:24:00 AM,43247.00,6.67,43247.00,7.40,44.00,12,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288737,50911,2,5/27/2018,6:12:00 AM,5/27/2018,6:26:00 AM,43247.00,6.20,43247.00,6.43,14.00,9,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7288732,51550,3,5/27/2018,5:57:59 AM,5/27/2018,6:47:59 AM,43247.00,5.97,43247.00,6.80,50.00,17,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288731,51548,2,5/27/2018,5:57:59 AM,5/27/2018,6:05:00 AM,43247.00,5.97,43247.00,6.08,7.00,4,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288729,51547,2,5/27/2018,5:46:00 AM,5/27/2018,6:05:00 AM,43247.00,5.77,43247.00,6.08,19.00,9,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288721,51548,2,5/27/2018,5:17:59 AM,5/27/2018,5:49:59 AM,43247.00,5.30,43247.00,5.83,32.00,23,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288720,51550,2,5/27/2018,5:07:59 AM,5/27/2018,5:36:00 AM,43247.00,5.13,43247.00,5.60,28.00,18,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288719,51547,2,5/27/2018,5:04:59 AM,5/27/2018,5:22:59 AM,43247.00,5.08,43247.00,5.38,18.00,14,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288717,51549,2,5/27/2018,5:02:59 AM,5/27/2018,5:35:00 AM,43247.00,5.05,43247.00,5.58,32.00,22,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288715,51548,2,5/27/2018,4:51:00 AM,5/27/2018,5:10:59 AM,43247.00,4.85,43247.00,5.18,20.00,13,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288710,51547,2,5/27/2018,4:30:00 AM,5/27/2018,4:50:00 AM,43247.00,4.50,43247.00,4.83,20.00,14,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288709,51548,2,5/27/2018,4:25:59 AM,5/27/2018,4:43:59 AM,43247.00,4.43,43247.00,4.73,18.00,11,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288707,50914,1,5/27/2018,4:22:00 AM,5/27/2018,4:06:00 PM,43247.00,4.37,43247.00,16.10,704.00,29,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
7288704,50912,2,5/27/2018,4:14:59 AM,5/27/2018,10:03:59 AM,43247.00,4.25,43247.00,10.07,349.00,15,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
7288698,51549,2,5/27/2018,3:55:00 AM,5/27/2018,4:21:00 AM,43247.00,3.92,43247.00,4.35,26.00,13,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288697,51550,2,5/27/2018,3:52:59 AM,5/27/2018,4:06:59 AM,43247.00,3.88,43247.00,4.12,14.00,11,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288695,51547,2,5/27/2018,3:50:00 AM,5/27/2018,4:17:59 AM,43247.00,3.83,43247.00,4.30,28.00,15,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288690,50268,1,5/27/2018,3:31:00 AM,5/27/2018,3:31:00 PM,43247.00,3.52,43247.00,15.52,720.00,15,0,"Housing Office West, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7288689,51548,2,5/27/2018,3:29:00 AM,5/27/2018,3:58:00 AM,43247.00,3.48,43247.00,3.97,29.00,11,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288683,51550,2,5/27/2018,3:07:59 AM,5/27/2018,3:18:00 AM,43247.00,3.13,43247.00,3.30,10.00,8,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288694,51547,2,5/27/2018,3:02:00 AM,5/27/2018,3:36:00 AM,43247.00,3.03,43247.00,3.60,34.00,18,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288679,50268,1,5/27/2018,3:00:00 AM,5/27/2018,3:15:00 AM,43247.00,3.00,43247.00,3.25,15.00,2,0,"Housing Office West, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7288678,50349,2,5/27/2018,2:54:59 AM,5/27/2018,3:10:59 AM,43247.00,2.92,43247.00,3.18,16.00,11,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Dual Rapid Charger,rapid
7288665,51547,2,5/27/2018,2:27:00 AM,5/27/2018,2:47:59 AM,43247.00,2.45,43247.00,2.80,21.00,15,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288675,51548,2,5/27/2018,2:20:59 AM,5/27/2018,3:12:00 AM,43247.00,2.35,43247.00,3.20,51.00,17,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288670,50911,2,5/27/2018,2:09:00 AM,5/27/2018,2:35:00 AM,43247.00,2.15,43247.00,2.58,26.00,18,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7288674,51548,2,5/27/2018,2:04:59 AM,5/27/2018,2:19:00 AM,43247.00,2.08,43247.00,2.32,14.00,11,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288658,51547,2,5/27/2018,1:58:00 AM,5/27/2018,2:15:59 AM,43247.00,1.97,43247.00,2.27,18.00,13,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288669,50911,2,5/27/2018,1:50:00 AM,5/27/2018,2:07:00 AM,43247.00,1.83,43247.00,2.12,17.00,11,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7288652,51548,2,5/27/2018,1:29:00 AM,5/27/2018,1:56:00 AM,43247.00,1.48,43247.00,1.93,27.00,16,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288629,51547,2,5/27/2018,1:06:59 AM,5/27/2018,1:24:00 AM,43247.00,1.12,43247.00,1.40,17.00,13,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288628,50912,1,5/27/2018,1:05:00 AM,5/27/2018,10:22:00 AM,43247.00,1.08,43247.00,10.37,557.00,18,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
7288621,51548,2,5/27/2018,12:47:00 AM,5/27/2018,1:16:00 AM,43247.00,0.78,43247.00,1.27,29.00,20,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288615,51550,2,5/27/2018,12:36:00 AM,5/27/2018,12:49:00 AM,43247.00,0.60,43247.00,0.82,13.00,10,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288612,51547,2,5/27/2018,12:29:59 AM,5/27/2018,12:53:59 AM,43247.00,0.50,43247.00,0.90,24.00,10,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288609,51548,2,5/27/2018,12:20:00 AM,5/27/2018,12:39:00 AM,43247.00,0.33,43247.00,0.65,19.00,10,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7288606,51547,2,5/27/2018,12:08:59 AM,5/27/2018,12:18:59 AM,43247.00,0.15,43247.00,0.32,10.00,7,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292566,51547,2,5/28/2018,11:57:00 PM,5/29/2018,12:21:00 AM,43248.00,23.95,43249.00,0.35,24.00,5,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292563,51549,2,5/28/2018,11:43:00 PM,5/29/2018,12:13:00 AM,43248.00,23.72,43249.00,0.22,30.00,16,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292551,50268,2,5/28/2018,11:04:59 PM,5/29/2018,2:57:59 PM,43248.00,23.08,43249.00,14.97,953.00,4,0,"Housing Office West, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7292513,50267,1,5/28/2018,9:47:59 PM,5/29/2018,4:00:59 PM,43248.00,21.80,43249.00,16.02,1093.00,4,0,"Social Work Building, Jack Martin Way, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7292510,51548,3,5/28/2018,9:45:59 PM,5/29/2018,8:36:59 AM,43248.00,21.77,43249.00,8.62,651.00,21,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292493,50909,2,5/28/2018,9:39:59 PM,5/29/2018,9:53:59 AM,43248.00,21.67,43249.00,9.90,734.00,5,0,"South Tay Street, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
7292459,50266,1,5/28/2018,8:59:00 PM,5/29/2018,7:40:00 AM,43248.00,20.98,43249.00,7.67,641.00,2,0,"Menziehill House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7292284,50909,1,5/28/2018,7:14:00 PM,5/29/2018,7:51:59 AM,43248.00,19.23,43249.00,7.87,758.00,15,0,"South Tay Street, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
7291942,50272,1,5/28/2018,4:30:59 PM,5/29/2018,8:07:00 AM,43248.00,16.52,43249.00,8.12,936.00,11,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7291879,50262,1,5/28/2018,4:09:59 PM,5/29/2018,9:26:00 AM,43248.00,16.17,43249.00,9.43,1036.00,0,0,"Mitchell Street, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council; NCG,APT 7kW Dual Outlet,Slow
7291867,50240,2,5/28/2018,4:06:59 PM,5/29/2018,7:59:59 AM,43248.00,16.12,43249.00,8.00,953.00,3,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7291747,50261,1,5/28/2018,3:21:59 PM,5/29/2018,9:37:59 AM,43248.00,15.37,43249.00,9.63,1096.00,2,0,"Mitchell Street, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council; Scotland Private,APT 7kW Dual Outlet,Slow
7302462,51199,2,5/28/2018,2:57:00 PM,5/29/2018,10:08:00 AM,43248.00,14.95,43249.00,10.13,1151.00,6,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
7302461,51199,1,5/28/2018,2:36:00 PM,5/29/2018,10:14:59 AM,43248.00,14.60,43249.00,10.25,1179.00,3,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
7291633,50271,1,5/28/2018,2:28:00 PM,5/29/2018,7:01:59 AM,43248.00,14.47,43249.00,7.03,994.00,14,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7291632,50265,1,5/28/2018,2:28:00 PM,5/29/2018,7:24:59 AM,43248.00,14.47,43249.00,7.42,1017.00,15,0,"Turriff House Rannoch Road, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7291577,50912,2,5/28/2018,2:10:59 PM,5/29/2018,12:34:00 AM,43248.00,14.18,43249.00,0.57,623.00,5,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
7291540,51086,2,5/28/2018,1:56:00 PM,5/29/2018,1:14:00 PM,43248.00,13.93,43249.00,13.23,1398.00,3,0,"Nethergate, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
7291525,50240,1,5/28/2018,1:51:00 PM,5/29/2018,2:07:59 PM,43248.00,13.85,43249.00,14.13,1457.00,2,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7291512,51198,1,5/28/2018,1:45:59 PM,5/29/2018,10:22:00 AM,43248.00,13.77,43249.00,10.37,1236.00,7,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
7291443,50234,1,5/28/2018,1:19:00 PM,5/29/2018,8:28:59 AM,43248.00,13.32,43249.00,8.48,1150.00,0,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7291268,50841,1,5/28/2018,12:34:00 PM,5/29/2018,6:58:59 AM,43248.00,12.57,43249.00,6.98,1105.00,2,0,"Brington Place Sheltered Housing, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7291261,50263,1,5/28/2018,12:31:00 PM,5/29/2018,9:00:59 AM,43248.00,12.52,43249.00,9.02,1230.00,2,0,"Whitfield Centre, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7291260,51198,2,5/28/2018,12:31:00 PM,5/29/2018,8:23:59 AM,43248.00,12.52,43249.00,8.40,1193.00,4,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
7291255,50522,1,5/28/2018,12:29:59 PM,5/29/2018,8:47:59 AM,43248.00,12.50,43249.00,8.80,1218.00,22,0,"Marchbanks, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7291088,50230,1,5/28/2018,11:25:59 AM,5/29/2018,9:49:00 AM,43248.00,11.43,43249.00,9.82,1343.00,23,0,"Marchbanks, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7290388,50912,1,5/28/2018,12:58:59 AM,5/29/2018,6:07:00 PM,43248.00,0.98,43249.00,18.12,2468.00,27,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
7292556,51547,2,5/28/2018,11:20:59 PM,5/28/2018,11:54:00 PM,43248.00,23.35,43248.00,23.90,33.00,24,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292555,50349,2,5/28/2018,11:17:59 PM,5/28/2018,11:36:00 PM,43248.00,23.30,43248.00,23.60,18.00,14,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Dual Rapid Charger,rapid
7292537,51549,2,5/28/2018,10:34:00 PM,5/28/2018,11:09:00 PM,43248.00,22.57,43248.00,23.15,35.00,15,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292471,51550,3,5/28/2018,9:18:59 PM,5/28/2018,10:56:00 PM,43248.00,21.32,43248.00,22.93,97.00,38,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292461,50349,2,5/28/2018,9:00:00 PM,5/28/2018,9:42:00 PM,43248.00,21.00,43248.00,21.70,42.00,28,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Dual Rapid Charger,rapid
7292433,51547,2,5/28/2018,8:35:00 PM,5/28/2018,8:55:59 PM,43248.00,20.58,43248.00,20.93,21.00,9,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292453,51550,2,5/28/2018,8:02:59 PM,5/28/2018,8:41:00 PM,43248.00,20.05,43248.00,20.68,38.00,10,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292405,51548,2,5/28/2018,8:01:00 PM,5/28/2018,8:44:00 PM,43248.00,20.02,43248.00,20.73,43.00,15,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292370,51547,1,5/28/2018,7:59:00 PM,5/28/2018,8:17:00 PM,43248.00,19.98,43248.00,20.28,18.00,14,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292352,50676,2,5/28/2018,7:42:00 PM,5/28/2018,9:47:00 PM,43248.00,19.70,43248.00,21.78,125.00,8,0,"Olympia Multi-Storey Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7292343,51549,2,5/28/2018,7:35:00 PM,5/28/2018,8:15:59 PM,43248.00,19.58,43248.00,20.27,41.00,23,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292286,51549,2,5/28/2018,7:14:59 PM,5/28/2018,7:29:00 PM,43248.00,19.25,43248.00,19.48,14.00,11,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292264,51550,3,5/28/2018,7:06:59 PM,5/28/2018,7:14:59 PM,43248.00,19.12,43248.00,19.25,8.00,5,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292238,51548,2,5/28/2018,6:55:59 PM,5/28/2018,7:38:59 PM,43248.00,18.93,43248.00,19.65,43.00,14,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292212,51548,3,5/28/2018,6:45:59 PM,5/28/2018,6:52:59 PM,43248.00,18.77,43248.00,18.88,7.00,4,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292190,50911,2,5/28/2018,6:34:59 PM,5/28/2018,6:39:59 PM,43248.00,18.58,43248.00,18.67,5.00,3,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7292166,51548,2,5/28/2018,6:23:59 PM,5/28/2018,6:34:00 PM,43248.00,18.40,43248.00,18.57,10.00,4,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292142,50349,2,5/28/2018,6:10:00 PM,5/28/2018,6:21:59 PM,43248.00,18.17,43248.00,18.37,12.00,9,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Dual Rapid Charger,rapid
7292117,51549,2,5/28/2018,5:57:00 PM,5/28/2018,6:29:00 PM,43248.00,17.95,43248.00,18.48,32.00,12,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292104,51548,2,5/28/2018,5:47:59 PM,5/28/2018,6:00:59 PM,43248.00,17.80,43248.00,18.02,13.00,8,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292101,50911,2,5/28/2018,5:46:59 PM,5/28/2018,6:05:59 PM,43248.00,17.78,43248.00,18.10,19.00,13,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7292099,50692,2,5/28/2018,5:44:59 PM,5/28/2018,6:08:59 PM,43248.00,17.75,43248.00,18.15,24.00,17,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7292028,51550,2,5/28/2018,5:09:00 PM,5/28/2018,5:46:00 PM,43248.00,17.15,43248.00,17.77,37.00,20,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7292011,51549,2,5/28/2018,5:01:00 PM,5/28/2018,5:09:59 PM,43248.00,17.02,43248.00,17.17,9.00,6,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7291990,51548,2,5/28/2018,4:53:00 PM,5/28/2018,5:17:59 PM,43248.00,16.88,43248.00,17.30,25.00,17,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7291983,50911,2,5/28/2018,4:51:00 PM,5/28/2018,5:19:00 PM,43248.00,16.85,43248.00,17.32,28.00,14,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7291964,51549,2,5/28/2018,4:38:59 PM,5/28/2018,4:58:00 PM,43248.00,16.65,43248.00,16.97,19.00,14,0,"Lochee Charging Hub, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 50kW Raption,rapid
7291912,51088,1,5/28/2018,4:22:00 PM,5/28/2018,6:10:59 PM,43248.00,16.37,43248.00,18.18,109.00,19,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7291908,50692,2,5/28/2018,4:21:00 PM,5/28/2018,4:43:00 PM,43248.00,16.35,43248.00,16.72,22.00,6,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
7291898,50911,2,5/28/2018,4:17:59 PM,5/28/2018,4:50:00 PM,43248.00,16.30,43248.00,16.83,32.00,10,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
